input_1	Gold	Pred	Gold_Label	Predicted_Label
i hope it goes exactly how you planned.	32	34	agreeing	encouraging
We are getting married next month. The man of my dreams proposed to be at a concert 6 months ago and I can't wait to be his wife.	14	14	excited	excited
I get to go the the zoo tomorrow! They opened an exhibit showcasing two of my favorite animal, the sloth!	22	14	joyful	excited
Late last summer, my dog went missing. I caleld everyone in the neighborhood to see if they had seen him. I spent hours looking for him and i checked all of the shelters for about a week. We eventually found his body. He had gotten trapped under a neighbor's house and could not get out.	10	10	devastated	devastated
I broke up with my girlfriend last week and it was really hard, we where together for 2 years.	28	23	sentimental	lonely
yes, you are correct.	32	32	agreeing	agreeing
I went to the beach the other day. It filled me with such a sense of calm and joy.	22	9	joyful	content
Always looking forward to the gym	3	3	anticipating	anticipating
he was a drug addict.	40	40	neutral	neutral
i was so angry when i found out my girlfriend kissed a friend of mine. i felt like punching the wall	16	1	furious	angry
I was startled last night by some bad storms. They knocked out the power for a few hours.	30	30	terrified	terrified
When I came home to my dog dead.	10	27	devastated	sad
that I'll get to visit the south side and eat my favorite take out	19	19	hopeful	hopeful
oh wow, that sounds like a tough job, but i bet you will be good at it.	34	33	encouraging	acknowledging
I could not believe how well my friend's niece did at her dance recital	20	20	impressed	impressed
In highschool, I drank too much and fell asleep at a party. I passed out in front of the door and everybody coming and going had to step over me.	13	13	embarrassed	embarrassed
I remain loyal to my wife always	15	15	faithful	faithful
We are moving to Arkansas at the end of this year. Excited for the new opportunties for my family. New start	19	25	hopeful	prepared
I recently wrecked my car. There were no injuries, but I feel terrible.	6	18	ashamed	guilty
well good luck with that!	39	39	Wishing	Wishing
i really feel like im going to win my soccer game next week, i feel with my skill i will make my team win	8	8	confident	confident
My husband just got called back into work, was not expecting that. We were in the middle of eating dinner to!	29	29	surprised	surprised
good luck!	39	39	Wishing	Wishing
ooh nice.	33	33	acknowledging	acknowledging
when I was 17 I found out Brandon Lee had died during filming of my fav movie The Crow. This sadness is still with me as I am also a big Bruce Lee fan	27	10	sad	devastated
maybe in the future you can change to those.	37	37	suggesting	suggesting
maybe i could come with you, i'm near florida.	37	37	suggesting	suggesting
My husband wanted me to put on a blindfold and follow him the other night. He led me somewhere outside and then took it off and showed me a beautiful sunset lit dinner table. I will never question him again!	31	31	trusting	trusting
I recently successfully planned a birthday party without my wife finding out. She usually finds out everything.	26	29	proud	surprised
do you like it now?	38	38	questioning	questioning
what genre does it fall in?	38	38	questioning	questioning
I am so excited that the kids go back to school in just one week!	14	22	excited	joyful
Going to a job interview had me looking forward to it	3	3	anticipating	anticipating
I used to work a flooring job, one time we had to remove the floor where a man died, there was bodily fluids and it was gross.	12	12	disgusted	disgusted
It can be really tough when your kids are older and both them and your husband have electronics. I can be sitting in a room with them all and still feel as if no one is here.	23	23	lonely	lonely
I can't believe my son failed his exams. He spent too much time playing football, and not enough time studying.	11	11	disappointed	disappointed
after almost 3 weeks she finally came back	22	40	joyful	neutral
I borrowed a book from a friend and left it outside. It got ruined by the rain.	6	11	ashamed	disappointed
congratulations to her.	39	39	Wishing	Wishing
One time my sister kept playing a song I hated over and over again. I couldn't get it out of my head for a week	2	2	annoyed	annoyed
anxious: idk if can save enough	4	5	anxious	apprehensive
Whenever I have to give a presentation, I get so nervous. Mentally, I don't really care, but my legs shake, my heart pounds, and I speak too quickly. Being the center of attention makes me feel that way	4	4	anxious	anxious
I really envy people who can sing. I feel like they are blessed	21	21	jealous	jealous
After moving I went through a decently long period of unemployment.  It was starting to get tough not having a good source of income to support myself.	27	27	sad	sad
It's easy to get irritated when you're working on a project and your teammates don't pull their weight -- but then *you're* the one who somehow suffers the consequences!	2	1	annoyed	angry
Had my first trekking expereince in the canyon last week. It payed off using all the things i learned during the scouts!	25	25	prepared	prepared
that's pretty much teaching their kids to worry about appearances than learning, too.	33	32	acknowledging	agreeing
what did he do?	38	38	questioning	questioning
good luck	39	39	Wishing	Wishing
maybe someone died there	37	37	suggesting	suggesting
great, i hope you have a nice trip.	34	34	encouraging	encouraging
When my children were born, it was such a wonderful and amazing occasion for me. It's a happiness beyond words.	22	22	joyful	joyful
i hope you have a stress free move.	34	35	encouraging	consoling
i hope you can get out of the middle of it!	34	35	encouraging	consoling
I sat in my kitchen eating an entire cake to myself in the middle of the night. I felt so wrong but so great!	6	6	ashamed	ashamed
