input	Gold	Pred	Gold_Label	Predicted_Label
Felt scared while I was watching paranormal activity	30	0	terrified	afraid
Today was the first day of school for my kids. It's been so quiet here.	23	23	lonely	lonely
I drank a lot of alcohol at a BBQ party and puked.	13	6	embarrassed	ashamed
I ordered a pizza from Domino's and it took forever to get to me. When it finally came I asked the	18	2	guilty	annoyed
that's sound like a lot of fun!	33	33	acknowledging	acknowledging
I visited an underground cavern that was like 23 stories beneath the surface, i was uneasy to say th	5	30	apprehensive	terrified
I had a performance review at work where I was surprised by the presence of my least favorite person	1	29	angry	surprised
maybe so, they say to imagine the crowd naked, but i don't think that helps too much with the writin	37	37	suggesting	suggesting
I can't believe my son took my car without asking me! I missed an important job interview because I	16	16	furious	furious
Having a great day today! The sun is out and I'm on my second cup of coffee. About to make lunch.	9	9	content	content
I feeling kind of anxious today because I have to run several errands for my father-in-law and he wa	4	4	anxious	anxious
apprehensive: I don't generally trust people	5	31	apprehensive	trusting
I was anxious when I went to the theme park	4	4	anxious	anxious
On my way home from work, I stepped in a huge pile of dog mess. In my brand new gucci shoes, which w	12	12	disgusted	disgusted
When my girlfriend kept me waiting on our date.	2	15	annoyed	faithful
I'm so lucky - I have a brother I can trust absolutely to do the right thing at all times. When we h	31	31	trusting	trusting
I studied really hard for a physics exam and still didn't get a B, which I need for my major.	11	11	disappointed	disappointed
I thought I saw an ice cream cake in the fridge. It turned out to be some kind of pineapple cake.	11	29	disappointed	surprised
Our dog is getting older and she's just at that point. She's blind and can't walk well. We might hav	27	37	sad	suggesting
ohh good luck!	39	39	Wishing	Wishing
I just found out that my sister and her husband are pregnant. They are great people and I hope they	29	19	surprised	hopeful
aw, i'm sorry.	36	36	sympathizing	sympathizing
When I was kicked out of my step parent's house for no reason, my best friend immediately took me in	17	1	grateful	angry
We are moving. Nervous about what the future hold for me and my family.	5	4	apprehensive	anxious
Ten years ago now, a massive hurricane forced my family to evacuate. I didn't know if there would be	0	0	afraid	afraid
I was waiting in the waiting room for my last job interview.	4	4	anxious	anxious
I didn't have a car to use, so my parents lent me theirs for the full month. It was amazingly giving	31	17	trusting	grateful
At a recent holiday my wife's family was saying things they were thankful to have an my father in la	17	17	grateful	grateful
i see, i hope it goes well for you.	34	34	encouraging	encouraging
in my birthday my friend will give i phone that is the most praising moment	29	14	surprised	excited
I felt like I was on top of the world when I won the science fair in middle school. No better feelin	26	8	proud	confident
you're right, you did what you could.	32	32	agreeing	agreeing
I went to the bathroom in the middle of the night and I felt a thing fly right into my face. I screa	30	13	terrified	embarrassed
The first time I ever played pool with my friend, we had to play for the table. She ended up beating	20	16	impressed	furious
hopefully you are able to get it sorted out.	35	35	consoling	consoling
A decade or so I designed an arcade machine for some friends of mine that owned a bar. They no longe	28	15	sentimental	faithful
I was really sick the other day and I let my roommate pick me up and carry me down the stairs.	31	13	trusting	embarrassed
I keep having these dreams that I am out in public and somehow my clothes disappear. It's awful.	13	13	embarrassed	embarrassed
I feel so lonely because I have no friends	23	23	lonely	lonely
well i hope yours work out as well.	34	34	encouraging	encouraging
I have an older friend who lost her husband a couple of years back and I help her to move on in life	7	7	caring	caring
I went back to a horse ranch where I owned horses over 20 years ago. Good times.	24	24	nostalgic	nostalgic
I always give my best at work, and I'm turning a bit old these days. I was passed over for promotion	21	8	jealous	confident
Sometimes I feel like I'm alone for no reason	23	23	lonely	lonely
I was heartbroken when i heard my dog had died. She was my childhood dog while i was growing up'	10	10	devastated	devastated
I almost had an affair once. A friend of mines girl friend came on to me when we were alone. I polit	15	15	faithful	faithful
i really hope my husband finds a full time job soon	19	19	hopeful	hopeful
Partner chewing loudly at a formal meeting.	13	2	embarrassed	annoyed
i hate going near hights they make me terrified, as soon as i look down and see the bottom i get so	0	0	afraid	afraid
Watched scary video late at night	0	30	afraid	terrified
This morning, my dog knocked down a box of cereal and it all dumped unto the floor. As I tried to cl	2	1	annoyed	angry
I just went to a late night showing of insidious. I almost wet myself from the shock at certain part	0	30	afraid	terrified
My car that I hate is going to die soon and I'll be able to get a new one	22	19	joyful	hopeful
I was proud of my niece today, she graduated from her nursing school. She's planning to work for an	26	26	proud	proud
I saw a blind man play guitar very well and was very impressed	20	20	impressed	impressed
I'm moving into a new apartment soon and am really excited about it. But at the same time, I'm hopin	5	19	apprehensive	hopeful
I was running to get in the store because it wasraining. I slipped and fell on the wet floor as I en	13	13	embarrassed	embarrassed
I dropped all my food in the cafeteria the other day. Everybody was staring at me.	13	13	embarrassed	embarrassed
how do you think it will go?	38	38	questioning	questioning
i have one younger brother but he is old enough to drive on his own,	40	40	neutral	neutral
I just performed my first triple spin twirl in ice skating, I never though I would have the balance	26	8	proud	confident
hopefully you're not seriously hurt!	35	35	consoling	consoling
i am sure they had their reasons, maybe you should give them a call and see if everything is alright	37	37	suggesting	suggesting
My rottwieller passes a lot of gas in the evenings. It's so musky and it follows you wherever you	12	2	disgusted	annoyed
I think the most lonely I have felt was when we moved overseas, my husband had to travel out of *tha	23	23	lonely	lonely
I attended a play which advertised heavy audience interaction. There was someone modeling nude we we	5	13	apprehensive	embarrassed
The other day, my three year old didn't think that I was listening to her while she was playing. I o	20	29	impressed	surprised
I was at the park today and almost stepped on a rattle snake. I almost jumped out of my skin.	0	30	afraid	terrified
i am very faithful because my attitude is good	15	15	faithful	faithful
I came home one day to find that my dog had eaten a sandwich I had taken home from lunch. The odd t	29	12	surprised	disgusted
